sum.taxonomy	Metazoa_16s_LA11.1.R2.S26.L001	Metazoa_16s_LA11.1.R3.S27.L001	Metazoa_16s_LA11.2.R1.S28.L001	Metazoa_16s_LA11.2.R2.S29.L001	Metazoa_16s_LA11.2.R3.S30.L001	Metazoa_16s_LA11.3.R1.S31.L001	Metazoa_16s_LA11.3.R2.S32.L001	Metazoa_16s_LA11.3.R3.S33.L001	Metazoa_16s_LA11.4.R1.S34.L001	Metazoa_16s_LA11.4.R2.S35.L001	Metazoa_16s_LA11.4.R3.S36.L001	Metazoa_16s_LA11.Blank.S90.L001	Metazoa_16s_LA14.1.R1.S37.L001	Metazoa_16s_LA14.1.R2.S38.L001	Metazoa_16s_LA14.1.R3.S39.L001	Metazoa_16s_LA14.2.R1.S40.L001	Metazoa_16s_LA14.2.R2.S41.L001	Metazoa_16s_LA14.2.R3.S42.L001	Metazoa_16s_LA14.3.R1.S43.L001	Metazoa_16s_LA14.3.R2.S44.L001	Metazoa_16s_LA14.3.R3.S45.L001	Metazoa_16s_LA14.4.R1.S46.L001	Metazoa_16s_LA14.4.R2.S47.L001	Metazoa_16s_LA14.4.R3.S48.L001	Metazoa_16s_LA14.Blank.S91.L001	Metazoa_16s_LA3.1.R2.S2.L001	Metazoa_16s_LA3.1.R3.S3.L001	Metazoa_16s_LA3.2.R1.S4.L001	Metazoa_16s_LA3.2.R2.S5.L001	Metazoa_16s_LA3.2.R3.S6.L001	Metazoa_16s_LA3.3.R1.S7.L001	Metazoa_16s_LA3.3.R2.S8.L001	Metazoa_16s_LA3.3.R3.S9.L001	Metazoa_16s_LA3.4.R1.S10.L001	Metazoa_16s_LA3.4.R2.S11.L001	Metazoa_16s_LA3.4.R3.S12.L001	Metazoa_16s_LA3.Blank.S88.L001	Metazoa_16s_LA3.LA11.ext.S95.L001	Metazoa_16s_LA6.1.R2.S14.L001	Metazoa_16s_LA6.1.R3.S15.L001	Metazoa_16s_LA6.2.R1.S16.L001	Metazoa_16s_LA6.2.R2.S17.L001	Metazoa_16s_LA6.2.R3.S18.L001	Metazoa_16s_LA6.3.R1.S19.L001	Metazoa_16s_LA6.3.R2.S20.L001	Metazoa_16s_LA6.3.R3.S21.L001	Metazoa_16s_LA6.4.R1.S22.L001	Metazoa_16s_LA6.4.R2.S23.L001	Metazoa_16s_LA6.4.R3.S24.L001	Metazoa_16s_LA6.Blank.S89.L001	Metazoa_16s_LA6.LA14.LB2.ext.S97.L001	Metazoa_16s_LB1.0.R2.S86.L001	Metazoa_16s_LB1.0.R3.S87.L001	Metazoa_16s_LB1.1.R2.S50.L001	Metazoa_16s_LB1.1.R3.S51.L001	Metazoa_16s_LB1.2.R1.S52.L001	Metazoa_16s_LB1.2.R2.S53.L001	Metazoa_16s_LB1.2.R3.S54.L001	Metazoa_16s_LB1.3.R1.S55.L001	Metazoa_16s_LB1.3.R2.S56.L001	Metazoa_16s_LB1.3.R3.S57.L001	Metazoa_16s_LB1.4.R1.S58.L001	Metazoa_16s_LB1.4.R2.S59.L001	Metazoa_16s_LB1.4.R3.S60.L001	Metazoa_16s_LB1.Blank.S92.L001	Metazoa_16s_LB14.1.R2.S74.L001	Metazoa_16s_LB14.1.R3.S75.L001	Metazoa_16s_LB14.2.R1.S76.L001	Metazoa_16s_LB14.2.R2.S77.L001	Metazoa_16s_LB14.2.R3.S78.L001	Metazoa_16s_LB14.3.R1.S79.L001	Metazoa_16s_LB14.3.R2.S80.L001	Metazoa_16s_LB14.3.R3.S81.L001	Metazoa_16s_LB14.4.R1.S82.L001	Metazoa_16s_LB14.4.R2.S83.L001	Metazoa_16s_LB14.4.R3.S84.L001	Metazoa_16s_LB14.Blank.S94.L001	Metazoa_16s_LB2.1.R1.S61.L001	Metazoa_16s_LB2.1.R2.S62.L001	Metazoa_16s_LB2.1.R3.S63.L001	Metazoa_16s_LB2.2.R1.S64.L001	Metazoa_16s_LB2.2.R2.S65.L001	Metazoa_16s_LB2.2.R3.S66.L001	Metazoa_16s_LB2.3.R1.S67.L001	Metazoa_16s_LB2.3.R2.S68.L001	Metazoa_16s_LB2.3.R3.S69.L001	Metazoa_16s_LB2.4.R1.S70.L001	Metazoa_16s_LB2.4.R2.S71.L001	Metazoa_16s_LB2.4.R3.S72.L001	Metazoa_16s_LB2.Blank.S93.L001	Metazoa_16s_PCR.neg1.S96.L001	Metazoa_16s_PCR.neg2.S99.L001	Metazoa_16s_LA11.1.R1.S25.L001	Metazoa_16s_LA3.1.R1.S1.L001	Metazoa_16s_LB1.0.R1.S85.L001	Metazoa_16s_LB1.1.R1.S49.L001	Metazoa_16s_LB1.LB14.ext.S98.L001	Metazoa_16s_LB14.1.R1.S73.L001
Eukaryota;Echinodermata;Asteroidea;Paxillosida;Astropectinidae;Astropecten;	191	347	0	0	295	0	0	0	0	387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3091	212	365	0	0	0	0	0	0	0	0	0	0	617	214	0	0	0	0	0	0	0	0	506	0	0	0	0	0	1	0	0	0	0	0	0	0
Eukaryota;Echinodermata;Asteroidea;Valvatida;Asterinidae;NA;	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Eukaryota;Echinodermata;Asteroidea;Valvatida;Asterinidae;Patiria;Patiria miniata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Echinodermata;Echinoidea;Clypeasteroida;Mellitidae;Encope;	136	321	1	150	384	75	140	0	456	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	108	213	109	330	44	69	88	406	184	108	0	0	0	0	0	235	0	4	0	0	134	0	0	0	82	790	0	0	0	44	181	0	0	0	0	0	0	0	0	0	0	0	0	54	0	88	0	0	104	0	0	7	209	425	136	78	0	449	229	1494	1661	1371	0	0	0	0	0	0	0	0	0
Eukaryota;Echinodermata;Echinoidea;Clypeasteroida;Mellitidae;NA;	1	0	0	0	2	0	1	0	39	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	224	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	3	1	7	4	2	0	0	0	0	0	0	0	0	0
Eukaryota;Echinodermata;Echinoidea;Diadematoida;Diadematidae;Centrostephanus;Centrostephanus longispinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Echinodermata;Echinoidea;Echinoida;Echinidae;Paracentrotus;Paracentrotus lividus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Echinodermata;Echinoidea;NA;;NA;	387	0	151	41	232	0	117	106	0	310	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	177	0	0	0	73	0	253	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	504	0	0	0	0	123	126	0	0	53	5	0	16	0	158	15	0	0	162	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Echinodermata;Echinoidea;Temnopleuroida;Toxopneustidae;Tripneustes;Tripneustes gratilla	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Echinodermata;Holothuroidea;Apodida;Chiridotidae;Chiridota;Chiridota sp. 2 AKM-2016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Echinodermata;Holothuroidea;Aspidochirotida;Holothuriidae;Holothuria;	4	0	9	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	9	0	9	0	0	5	0	8	6	2	0	7	0	0	0	0	3	5	0	0	0	0	0	0	0	0	0	29	0	0	0	0	24	5	8	30	0	9	24	0	0	11	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Echinodermata;Holothuroidea;Aspidochirotida;Stichopodidae;Apostichopus;	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Echinodermata;Holothuroidea;Aspidochirotida;Stichopodidae;Apostichopus;Apostichopus japonicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Echinodermata;Holothuroidea;Aspidochirotida;Stichopodidae;Thelenota;Thelenota anax	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Echinodermata;Holothuroidea;Dendrochirotida;Cucumariidae;Cucumaria;	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Echinodermata;Holothuroidea;Dendrochirotida;Phyllophoridae;Pentamera;	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Echinodermata;Holothuroidea;Dendrochirotida;Psolidae;Lissothuria;Lissothuria nutriens	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Echinodermata;Holothuroidea;Dendrochirotida;Sclerodactylidae;NA;	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Echinodermata;Holothuroidea;Dendrochirotida;Sclerodactylidae;Sclerodactyla;Sclerodactyla briareus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Echinodermata;Holothuroidea;Elasipodida;Deimatidae;Oneirophanta;Oneirophanta setigera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Echinodermata;Holothuroidea;Molpadida;Molpadiidae;Heteromolpadia;Heteromolpadia tridens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Echinodermata;Holothuroidea;Molpadida;NA;;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Echinodermata;Ophiuroidea;Euryalida;Gorgonocephalidae;Astrocladus;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0
Eukaryota;Echinodermata;Ophiuroidea;NA;;NA;	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Echinodermata;Ophiuroidea;Ophiurida;Amphiuridae;Amphipholis;Amphipholis squamata	250	185	0	61	0	7	0	0	228	29	172	1	0	108	545	461	298	1476	1743	512	72	350	304	375	0	2457	44	0	36	84	277	0	105	11	15	17	0	0	14	327	52	276	66	0	0	54	0	308	823	1	0	13	32	0	0	0	0	0	23	0	0	0	0	0	1	0	5	0	106	0	0	130	0	0	122	880	0	0	0	716	653	695	0	2	1607	1027	2262	15	19468	0	4	0	0	0	0	0	0	0
Eukaryota;Echinodermata;Ophiuroidea;Ophiurida;Amphiuridae;Amphiura;Amphiura sp. 310.3E	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Echinodermata;Ophiuroidea;Ophiurida;NA;;	0	357	0	0	0	0	19	154	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	3102	24	0	0	0	0	0	0	0	0	0	0
Eukaryota;Echinodermata;Ophiuroidea;Ophiurida;Ophiactidae;Ophiactis;Ophiactis simplex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	51	0	37	8	0	0	0	0	0	0	0	0	0	0
Eukaryota;Echinodermata;Ophiuroidea;Ophiurida;Ophiactidae;Ophiopholis;Ophiopholis sp. EAC01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	22	119	0	73	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Echinodermata;Ophiuroidea;Ophiurida;Ophiodermatidae;Ophioderma;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Echinodermata;Ophiuroidea;Ophiurida;Ophiodermatidae;Ophioderma;Ophioderma appressa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0
Eukaryota;Echinodermata;Ophiuroidea;Ophiurida;Ophiolepididae;Ophiolepis;Ophiolepis cincta	0	0	0	10	0	0	0	62	0	0	151	0	0	0	0	0	0	0	0	0	0	142	38	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Echinodermata;Ophiuroidea;Ophiurida;Ophionereidae;Ophionereis;Ophionereis porrecta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	0	1	0	0	0	0	0	0	0
Eukaryota;Echinodermata;Ophiuroidea;Ophiurida;Ophionereidae;Ophionereis;Ophionereis reticulata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Echinodermata;Ophiuroidea;Ophiurida;Ophiotrichidae;Ophiothrix;Ophiothrix angulata	0	6	0	0	41	7	0	4	0	5	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	6	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	4	0	0	0	0	0	0	0	5	0	15	13	36	0	9	6	9	9	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Eukaryota;Entoprocta;NA;;Loxosomatidae;NA;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	47	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Entoprocta;NA;NA;Loxosomatidae;Loxocorone;Loxocorone allax	0	0	0	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Entoprocta;NA;NA;Loxosomatidae;Loxosomella;Loxosomella aloxiata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	648	0	1	1	1	6282	2159	661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Eukaryota;Entoprocta;NA;NA;Loxosomatidae;NA;Loxosomatidae sp. Unknown2009PCR1B8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Hemichordata;Enteropneusta;NA;Harrimaniidae;NA;	0	602	0	0	0	0	282	94	0	0	0	0	0	0	0	0	0	0	0	1	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	0	0	215	67	0	0	4	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Hemichordata;Enteropneusta;NA;Harrimaniidae;Saccoglossus;Saccoglossus pusillus	0	348	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Hemichordata;Enteropneusta;NA;Harrimaniidae;Stereobalanus;Stereobalanus canadensis	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	8	0	15	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Hemichordata;Enteropneusta;NA;Ptychoderidae;Balanoglossus;Balanoglossus carnosus	0	0	0	0	743	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Hemichordata;Enteropneusta;NA;Ptychoderidae;NA;	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Hemichordata;Enteropneusta;NA;Spengelidae;Schizocardium;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Hemichordata;Enteropneusta;NA;Spengelidae;Schizocardium;Schizocardium brasiliense	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	41	217	0	0	0	24	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	246	97	188	270	153	7	0	37	0	0	1	0	0	0	0	0	0	0	0	0	0	0	771	0	0	0	20	50	55	9	13	0	5	248	125	58	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Hemichordata;Enteropneusta;NA;Torquaratoridae;Allapasus;	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
